phase,trial,block,choice_stage1,reaction_time_stage1,transition,second_state,choice_stage2,reaction_time_stage2,reward,prob1_1,prob1_2,prob2_1,prob2_2
experiment,1,1,2.0,0.3512838000024203,common,pink,2.0,1.3830805999896256,False,0.733128161751665,0.737155014147073,0.72542984387916,0.705313456114266
experiment,2,1,1.0,0.6599739999946905,rare,pink,2.0,0.8646757000096841,False,0.262913238140754,0.268055746069109,0.253960738759241,0.25
experiment,3,1,2.0,0.3465087000076892,common,pink,1.0,2.877637700003106,False,0.661060036392882,0.651690222447341,0.625769430405975,0.606009972479463
experiment,4,1,,,,,,,,0.696297385846265,0.716065503952148,0.75,0.715130538016096
