phase,trial,block,choice_stage1,reaction_time_stage1,transition,second_state,choice_stage2,reaction_time_stage2,reward,prob1_1,prob1_2,prob2_1,prob2_2
practice,1,1,,,,,,,,0.393391402321868,0.355873715590208,0.398362378915012,0.438755204000564
practice,2,1,,,,,,,,0.364311026525684,0.367926334273674,0.361863587021869,0.400724147165668
