phase,trial,block,choice_stage1,reaction_time_stage1,transition,second_state,choice_stage2,reaction_time_stage2,reward,prob1_1,prob1_2,prob2_1,prob2_2
experiment,1,1,2.0,0.4460426999867195,common,pink,1.0,0.8498952999943867,True,0.733128161751665,0.737155014147073,0.72542984387916,0.705313456114266
experiment,2,1,,,,,,,,0.262913238140754,0.268055746069109,0.253960738759241,0.25
experiment,3,1,,,,,,,,0.661060036392882,0.651690222447341,0.625769430405975,0.606009972479463
experiment,4,1,,,,,,,,0.696297385846265,0.716065503952148,0.75,0.715130538016096
