type_s,session,phase,trial,block,choice_stage1,reaction_time_stage1,transition,second_state,choice_stage2,reaction_time_stage2,reward,prob1_1,prob1_2,prob2_1,prob2_2
B,2,practice,1,1,1,0.39848560000245925,common,green,2,1.3049917000025744,False,0.393391402321868,0.364311026525684,0.492180991335772,0.618738670949824
