type_s,session,phase,trial,block,choice_stage1,reaction_time_stage1,transition,second_state,choice_stage2,reaction_time_stage2,reward,prob1_1,prob1_2,prob2_1,prob2_2
A,1,practice,1,1,2,2.229525599992485,common,pink,1,1.4414494999946328,True,0.393391402321868,0.355873715590208,0.398362378915012,0.438755204000564
