type_s,session,phase,trial,block,choice_stage1,reaction_time_stage1,transition,second_state,choice_stage2,reaction_time_stage2,reward,prob1_1,prob1_2,prob2_1,prob2_2
A,1,practice,1,1,1,0.23535000000265427,common,blue,2,0.3666058999951929,False,0.393391402321868,0.364311026525684,0.492180991335772,0.618738670949824
